Product,Price,Rating,Sold,Image,Link
Green Bean Kopi Arabica Sidikalang - 1 Kg,175000,5.0,301,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/581ada03bd023.jpg,/green-bean/green-bean-kopi-arabica-sidikalang-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=130
Green Bean Kopi Arabica Flores Manggarai Natural Process - 1 Kg,235000,5.0,180,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5b693f94564b8483548021.jpg,/green-bean/green-bean-kopi-arabica-flores-manggarai-natural-process-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=131
Green Bean Kopi Arabica Bali Ulian Natural - 1 Kg,190000,,273,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/614860c7e13f1982537064.jpg,/green-bean/green-bean-kopi-arabica-bali-ulian-natural-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=132
Green Bean Kopi Arabica Aceh Gayo Atu Lintang - 1 Kg,160000,4.9,581,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/56499aafaa22e.jpg,/green-bean/green-bean-kopi-arabica-gayo-atu-lintang-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=133
Green Bean Kopi Arabica Mandheling Honey Process - 1 Kg,195000,4.7,175,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/58106e1cc4661.jpg,/green-bean/green-bean-kopi-arabica-mandheling-honey-process-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=134
Green Bean Kopi Arabica Lintong Onan Ganjang - 1 Kg,190000,4.8,4400,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5a34d2ba541af121553592.jpg,/green-bean/green-bean-kopi-arabica-lintong-onan-ganjang-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=135
Drip Coffee 10g Robusta Aceh Gayo (4 Sachet),55000,5.0,147,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65fa69b99bd6f757888714.jpg,/drip-coffee/drip-coffee-10g-robusta-aceh-gayo-4-sachet?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=136
Drip Coffee 10g Arabica Bali Kintamani (4 Sachet),65000,5.0,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65fb9fc124e88336165339.jpg,/drip-coffee/drip-coffee-10g-arabica-bali-kintamani-4-pcs?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=137
Drip Coffee 10g Arabica Papua Wamena (4 Sachet),75000,,530,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65fd33d028298036536567.jpg,/drip-coffee/drip-coffee-10g-arabica-papua-wamena-4-pcs?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=138
Green Bean Kopi Arabica Aceh Gayo Honey Process - 1 Kg,170000,4.7,2300,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5976e5016a24a731791622.jpg,/green-bean/green-bean-kopi-arabica-gayo-honey-process-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=139
Green Bean Kopi Arabica Peaberry - 1 Kg,170000,4.9,231,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/56e92ae8ea422.jpg,/green-bean/green-bean-kopi-arabica-peaberry-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=140
Kopi Kapsul - O10 Crema Espresso Coffee Capsule Nespresso Compatible - Bundle Pack 30 caps/pods,199000,5.0,14,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/675fdd0441f24815341229.jpg,/capsules/kopi-kapsul-o10-crema-espresso-coffee-capsule-nespresso-compatible-bundle-pack-30-caps-pods?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=141
Drip Coffee 10g Robusta Sidikalang (4 Sachet),60000,5.0,68,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65fa6932c5689352721434.jpg,/drip-coffee/drip-coffee-10g-robusta-sidikalang-4-sachet?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=142
Drip Coffee 10g Arabica Java Ciwidey Honey Process (4 Sachet),70000,,145,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/66cd4b2e880a7206520038.jpg,/drip-coffee/drip-coffee-10g-arabica-java-ciwidey-honey-process-4-sachet?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=143
Green Bean Kopi Arabica Mandheling Natural Process - 1 Kg,220000,5.0,235,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/58c6749d74991.jpg,/green-bean/green-bean-kopi-arabica-mandheling-natural-process-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=144
Drip Coffee 10g Arabica Aceh Gayo Honey Process (4 Sachet),65000,5.0,1100,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65fb9f4a1da6c799669713.jpg,/drip-coffee/drip-coffee-10g-arabica-gayo-honey-process-4-pcs?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=145
Drip Coffee 10g Arabica Flores Manggarai Natural Process (4 Sachet),70000,,109,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65fce885c56f1529275813.jpg,/drip-coffee/drip-coffee-10g-arabica-flores-manggarai-natural-process-4-sachet?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=146
Drip Coffee 10g Arabica Java Sindoro Natural Process (4 Sachet),70000,,16,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/667cde5a1385a784709117.jpg,/drip-coffee/drip-coffee-10g-arabica-java-sindoro-natural-process-4-sachet?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=147
Refill Cold Brew - Arabica Aceh Gayo Semi Washed,78000,5.0,172,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5ff437787fee6873866123.jpg,/cold-brew/cold-brew-arabica-aceh-gayo-semi-washed-refill?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=148
Green Bean Kopi Arabica Flores Bajawa - 1 Kg,190000,4.9,354,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/59a7acfc6ccbd958620189.jpg,/green-bean/green-bean-kopi-arabica-flores-bajawa-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=149
Drip Coffee 10g Arabica Mandheling Natural Process (4 Sachet),70000,5.0,371,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65fb9d94e95f4231273810.jpg,/drip-coffee/drip-coffee-10g-arabica-mandheling-natural-process-4-pcs?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=150
Drip Coffee 10g Arabica Java Ciwidey (4 Sachet),65000,,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65fcea2d062f2322977398.jpg,/drip-coffee/drip-coffee-10g-arabica-java-ciwidey-4-sachet?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=151
Green Bean Kopi Arabica Java Ciwidey - 1 Kg,180000,4.8,385,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5abc95ad0d762984966928.jpg,/green-bean/green-bean-kopi-arabica-java-ciwidey-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=152
Drip Coffee 10g Arabica Mandheling Honey Process (4 Sachet),65000,,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65fb9d8c77759863612696.jpg,/drip-coffee/drip-coffee-10g-arabica-mandheling-honey-process-4-pcs?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=153
Drip Coffee 10g Arabica Sidikalang (4 Sachet),65000,5.0,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/66cd4aa40077c872533727.jpg,/drip-coffee/drip-coffee-10g-arabica-sidikalang-4-pcs?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=154
Refill Cold Brew - Arabica Aceh Gayo Atu Lintang Natural,78000,,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5fc1f7427eaef260200473.jpg,/cold-brew/cold-brew-arabica-aceh-gayo-atu-lintang-natural-refill?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=155
Green Bean Kopi Arabica Java Temanggung Natural Process - 1 Kg,175000,5.0,142,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/61021e947ede1772752719.jpg,/green-bean/green-bean-kopi-arabica-java-temanggung-natural-process-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=156
Drip Coffee 10g Arabica Java Wanoja Kamojang Natural Process (4 Sachet),70000,,7,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/667cd79ef2da1353690490.jpg,/drip-coffee/drip-coffee-10g-arabica-java-wanoja-kamojang-natural-process-4-sachet?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=157
Green Bean Kopi Arabica Bali Ulian FW - 1 Kg,180000,,124,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/614860c0ad2aa089035539.jpg,/green-bean/green-bean-kopi-arabica-bali-ulian-full-washed-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=158
Green Bean Kopi Arabica Java Ciwidey Honey Process - 1 Kg,200000,,88,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5b6aa2dcc6253314924364.jpg,/green-bean/green-bean-kopi-arabica-java-ciwidey-honey-process-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=160
Drip Coffee 10g Robusta Lampung (4 Sachet),60000,,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65fa693c31625760162256.jpg,/drip-coffee/drip-coffee-10g-robusta-lampung-4-sachet?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=161
Drip Coffee 10g Arabica Aceh Gayo Natural Process (4 Sachet),65000,,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/66cd516d5c332391291864.jpg,/drip-coffee/drip-coffee-10g-arabica-gayo-natural-process-4-pcs?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=162
Drip Coffee 10g Arabica Lintong Onan Ganjang (4 Sachet),65000,,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/66cd49dd6b5e3049985249.jpg,/drip-coffee/drip-coffee-10g-arabica-lintong-onan-ganjang-4-pcs?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=163
Drip Coffee 10g Arabica Bali Ulian FW (4 Sachet),65000,5.0,58,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65fa5e43555e4293760490.jpg,/drip-coffee/drip-coffee-10g-arabica-bali-ulian-fw-4-sachet?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=164
Drip Coffee 10g Arabica Mandheling (4 Sachet),65000,,655,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65fb9d9b6edac200410094.jpg,/drip-coffee/drip-coffee-10g-arabica-mandheling-4-pcs?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=165
Gewor Manglayang 200g Kopi Arabica,106200,5.0,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/6788886be3dc6947861481.jpg,/coffee-beans/gewor-manglayang-200g-kopi-arabica?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=166
Pana Mamasa 200g Kopi Arabica,106200,4.0,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/67888850ed269001097676.jpg,/coffee-beans/pana-mamasa-200g-kopi-arabica?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=167
Costa Rica Hacienda Sonora 150g Kopi Arabica,135000,4.0,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/67861b932dcab308341454.jpg,/coffee-beans/costa-rica-hacienda-sonora-150g-kopi-arabica?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=168
Ethiopia Danche 150g Kopi Arabica,135000,5.0,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/67861b80ea678489736672.jpg,/coffee-beans/ethiopia-danche-150g-kopi-arabica?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=169
Papua Sabin 200g Kopi Arabica,138600,,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/678888651e5d4128808636.jpg,/coffee-beans/papua-sabin-200g-kopi-arabica?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=170
Green Bean Kopi Arabica Flores Manggarai - 1 Kg,190000,5.0,137,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/564c3c7fb3e9e.jpg,/green-bean/green-bean-kopi-arabica-flores-manggarai-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=171
Uganda Ibero Rwenzori Natural Process 200g Kopi Arabica,108000,4.8,868,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/67065eae114d1359440770.jpg,/coffee-beans/uganda-ibero-rwenzori-natural-process-200g-kopi-arabica?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=172
Java Ijen Natural Process 200g Kopi Arabica,138000,4.8,1900,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/66c841d14a069002816308.jpg,/coffee-beans/java-ijen-natural-200g-kopi-arabica?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=173
Java Ijen Red Honey Process 200g Kopi Arabica,128000,4.8,1200,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/66c82fdfda3af233182165.jpg,/coffee-beans/java-ijen-red-honey-process-200g-kopi-arabica?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=174
Kopi Robusta Bali 200g,78000,4.9,6700,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/66c7ffd3abdd6857065907.jpg,/coffee-beans/kopi-robusta-bali-200g?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=175
Refill Cold Brew - Arabica Aceh Gayo Atu Lintang Honey,78000,4.8,945,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5fc465b1de728186949288.jpg,/cold-brew/cold-brew-arabica-aceh-gayo-atu-lintang-honey-refill?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=176
Java Ijen Red Honey Process 500g Kopi Arabica,256000,5.0,385,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/678f5b5e991b7118845860.jpg,/coffee-beans/java-ijen-red-honey-process-500g-kopi-arabica?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=177
Biji Kopi Arabica Colombia Finca El Diviso Ethiopia Landrace 15g,48000,5.0,429,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65374cbf0fae3554116466.jpg,/coffee-beans/biji-kopi-arabica-colombia-finca-el-diviso-ethiopia-landrace-15g?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=178
Java Ijen Natural Process 500g Kopi Arabica,276000,5.0,488,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/64d09d5b3c0cf524096661.jpg,/coffee-beans/java-ijen-natural-500g-kopi-arabica?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=180
Refill Cold Brew - Arabica Mandheling Wet Process,78000,5.0,277,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5ffc06e73a4ae741285989.jpg,/cold-brew/cold-brew-arabica-mandheling-wet-process-refill?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=181
Refill Cold Brew - Arabica Toraja Sapan Semi Washed,78000,5.0,383,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5ff4373cec3ab416785639.jpg,/cold-brew/cold-brew-arabica-toraja-sapan-semi-washed-refill?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=182
Refill Cold Brew - Arabica Sidikalang Semi Washed,78000,5.0,487,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5fc4658ca206a358003537.jpg,/cold-brew/cold-brew-arabica-sidikalang-semi-washed-refill?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=183
Refill Cold Brew - Arabica Bali Kintamani Full Washed,78000,5.0,485,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5fc4659ed8d05071131078.jpg,/cold-brew/cold-brew-arabica-bali-kintamani-full-washed-refill?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=184
Kopi Robusta Bali 500g,156000,4.9,2600,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/6214a25e1c3b6218677845.jpg,/coffee-beans/kopi-robusta-bali-500g?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=185
Drip Coffee 10g Arabica Bali Natural Process (4 Sachet),65000,,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/66cd4937bab58157866534.jpg,/drip-coffee/drip-coffee-10g-arabica-bali-natural-process-4-pcs?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=186
Green Bean Kopi Arabica Java Ijen Red Honey Process - 1 Kg,195000,,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/6120ae91a4106025133927.jpg,/green-bean/green-bean-kopi-arabica-java-ijen-red-honey-process-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=187
Green Bean Kopi Arabica Java Ijen Natural Process - 1 Kg,215000,5.0,25,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5f979dcfc9b27033355188.jpg,/green-bean/green-bean-kopi-arabica-java-ijen-natural-process-1-kg?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=188
Biji Kopi Arabica Colombia Finca El Diviso Sidra Natural 15g,52000,5.0,191,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/65374b3366ead766277601.jpg,/coffee-beans/biji-kopi-arabica-colombia-finca-el-diviso-sidra-natural-15g?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=189
Refill Cold Brew - Arabica Bali Kintamani Natural,78000,5.0,333,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5fc1f7107106c987473189.jpg,/cold-brew/cold-brew-arabica-bali-kintamani-natural-refill?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=190
Refill Cold Brew - Arabica Flores Manggarai Full Washed,78000,,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5fc1f71a586ed222069348.jpg,/cold-brew/cold-brew-arabica-flores-manggarai-full-washed-refill?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=191
Refill Cold Brew - Arabica Lintong Semi Washed,78000,,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/605daa0103bc0000685359.jpg,/cold-brew/cold-brew-arabica-lintong-semi-washed-refill?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=192
Refill Cold Brew - Arabica Mandheling Natural,78000,5.0,172,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5fc46569cc3fa632311473.jpg,/cold-brew/cold-brew-arabica-mandheling-natural-refill?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=200
Refill Cold Brew - Robusta Bali Full Washed,78000,,0,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/5ff279b1eef46158613115.jpg,/cold-brew/cold-brew-robusta-bali-refill?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=201
Cold Brew 1L - Arabica Aceh Gayo Semi Washed (Set),198000,5.0,107,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/60dc33dd911b6049179922.jpg,/cold-brew/cold-brew-1l-arabica-aceh-gayo-semi-washed-set?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=202
Cold Brew 1L - Arabica Bali Kintamani Full Washed (Set),198000,5.0,105,https://d8g5mz6srwlcs.cloudfront.net/thumbnail/60dc3f578b234695469000.jpg,/cold-brew/cold-brew-1l-arabica-bali-kintamani-full-washed-set?item_list_name=Categories&item_list_id=categories_coffee&item_list_index=203
